Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,product rating count (product.metafields.custom.product_rating_count),Size Guide Type (product.metafields.custom.size_guide_type),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Duvet Cover  Full (78"" x 88"")",,,2 Pillowcases,,,None,,AMZ-B0DNWK18BH-11,0.0,,0,deny,manual,67.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Duvet Cover  Full (78"" x 88"")",,,2 Pillowcases,,,1 Sheet Cover (same size),,AMZ-B0DNWK18BH-12,0.0,,0,deny,manual,100.80,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Duvet Cover Queen (88"" x 88"")",,,None,,,None,,AMZ-B0DNWK18BH-13,0.0,,0,deny,manual,56.90,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Duvet Cover Queen (88"" x 88"")",,,None,,,1 Sheet Cover (same size),,AMZ-B0DNWK18BH-14,0.0,,0,deny,manual,89.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Duvet Cover Queen (88"" x 88"")",,,1 Pillowcase,,,None,,AMZ-B0DNWK18BH-15,0.0,,0,deny,manual,68.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Duvet Cover Queen (88"" x 88"")",,,1 Pillowcase,,,1 Sheet Cover (same size),,AMZ-B0DNWK18BH-16,0.0,,0,deny,manual,101.80,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Duvet Cover Queen (88"" x 88"")",,,2 Pillowcases,,,None,,AMZ-B0DNWK18BH-17,0.0,,0,deny,manual,73.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Duvet Cover Queen (88"" x 88"")",,,2 Pillowcases,,,1 Sheet Cover (same size),,AMZ-B0DNWK18BH-18,0.0,,0,deny,manual,106.80,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Duvet Cover King (104"" x 88"")",,,None,,,None,,AMZ-B0DNWK18BH-19,0.0,,0,deny,manual,68.90,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Duvet Cover King (104"" x 88"")",,,None,,,1 Sheet Cover (same size),,AMZ-B0DNWK18BH-20,0.0,,0,deny,manual,101.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Duvet Cover King (104"" x 88"")",,,1 Pillowcase,,,None,,AMZ-B0DNWK18BH-21,0.0,,0,deny,manual,80.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Duvet Cover King (104"" x 88"")",,,1 Pillowcase,,,1 Sheet Cover (same size),,AMZ-B0DNWK18BH-22,0.0,,0,deny,manual,113.80,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Duvet Cover King (104"" x 88"")",,,2 Pillowcases,,,None,,AMZ-B0DNWK18BH-23,0.0,,0,deny,manual,85.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Duvet Cover King (104"" x 88"")",,,2 Pillowcases,,,1 Sheet Cover (same size),,AMZ-B0DNWK18BH-24,0.0,,0,deny,manual,118.80,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Comforter Twin (68""x90"")",,,None,,,None,,AMZ-B0DNWK18BH-25,0.0,,0,deny,manual,63.90,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Comforter Twin (68""x90"")",,,None,,,1 Sheet Cover (same size),,AMZ-B0DNWK18BH-26,0.0,,0,deny,manual,96.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Comforter Twin (68""x90"")",,,1 Pillowcase,,,None,,AMZ-B0DNWK18BH-27,0.0,,0,deny,manual,75.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Comforter Twin (68""x90"")",,,1 Pillowcase,,,1 Sheet Cover (same size),,AMZ-B0DNWK18BH-28,0.0,,0,deny,manual,108.80,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Comforter Twin (68""x90"")",,,2 Pillowcases,,,None,,AMZ-B0DNWK18BH-29,0.0,,0,deny,manual,80.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Comforter Twin (68""x90"")",,,2 Pillowcases,,,1 Sheet Cover (same size),,AMZ-B0DNWK18BH-30,0.0,,0,deny,manual,113.80,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Comforter Full (79""x90"")",,,None,,,None,,AMZ-B0DNWK18BH-31,0.0,,0,deny,manual,78.90,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Comforter Full (79""x90"")",,,None,,,1 Sheet Cover (same size),,AMZ-B0DNWK18BH-32,0.0,,0,deny,manual,111.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Comforter Full (79""x90"")",,,1 Pillowcase,,,None,,AMZ-B0DNWK18BH-33,0.0,,0,deny,manual,90.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Comforter Full (79""x90"")",,,1 Pillowcase,,,1 Sheet Cover (same size),,AMZ-B0DNWK18BH-34,0.0,,0,deny,manual,123.80,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Comforter Full (79""x90"")",,,2 Pillowcases,,,None,,AMZ-B0DNWK18BH-35,0.0,,0,deny,manual,95.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Comforter Full (79""x90"")",,,2 Pillowcases,,,1 Sheet Cover (same size),,AMZ-B0DNWK18BH-36,0.0,,0,deny,manual,128.80,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Comforter Queen (90""x90"")",,,None,,,None,,AMZ-B0DNWK18BH-37,0.0,,0,deny,manual,93.90,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Comforter Queen (90""x90"")",,,None,,,1 Sheet Cover (same size),,AMZ-B0DNWK18BH-38,0.0,,0,deny,manual,126.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Comforter Queen (90""x90"")",,,1 Pillowcase,,,None,,AMZ-B0DNWK18BH-39,0.0,,0,deny,manual,105.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Comforter Queen (90""x90"")",,,1 Pillowcase,,,1 Sheet Cover (same size),,AMZ-B0DNWK18BH-40,0.0,,0,deny,manual,138.80,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Comforter Queen (90""x90"")",,,2 Pillowcases,,,None,,AMZ-B0DNWK18BH-41,0.0,,0,deny,manual,110.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Comforter Queen (90""x90"")",,,2 Pillowcases,,,1 Sheet Cover (same size),,AMZ-B0DNWK18BH-42,0.0,,0,deny,manual,143.80,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Comforter King (104""x90"")",,,None,,,None,,AMZ-B0DNWK18BH-43,0.0,,0,deny,manual,108.90,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Comforter King (104""x90"")",,,None,,,1 Sheet Cover (same size),,AMZ-B0DNWK18BH-44,0.0,,0,deny,manual,141.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Comforter King (104""x90"")",,,1 Pillowcase,,,None,,AMZ-B0DNWK18BH-45,0.0,,0,deny,manual,120.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Comforter King (104""x90"")",,,1 Pillowcase,,,1 Sheet Cover (same size),,AMZ-B0DNWK18BH-46,0.0,,0,deny,manual,153.80,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Comforter King (104""x90"")",,,2 Pillowcases,,,None,,AMZ-B0DNWK18BH-47,0.0,,0,deny,manual,125.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-12,,,,,,,,,"Comforter King (104""x90"")",,,2 Pillowcases,,,1 Sheet Cover (same size),,AMZ-B0DNWK18BH-48,0.0,,0,deny,manual,158.80,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,Personalized Baseball Bedding Full Size Flag Custom Name D - Design 13,"<p>Elevate your bedroom decor with this personalized Baseball Comforter Set from Jeminise, perfect for any baseball fan. This set combines the comfort of brushed polyester fabric with a spirited baseball design, offering a unique touch to your sleeping space.</p><h3>Key Features</h3><ul>
<li>
<strong>Meaningful Design:</strong> Show your love for baseball with a design that celebrates determination and the spirit of the game.</li>
<li>
<strong>Soft &amp; Comfy Material:</strong> Crafted from 100% Brushed Polyester Fabric with a Whole-Piece Microfiber Filling, ensuring a soft, comfy, durable, and lightweight feel.</li>
<li>
<strong>Available Sizes:</strong> Offered in US Twin (68"" x 88""), US Full (78"" x 88""), US Queen (88"" x 88""), and US King (104"" x 88"") to fit various bed sizes.</li>
<li>
<strong>Superior Manufacturing:</strong> Features an environmental protection finishing process that prevents fading, along with smooth, fine, and compact stitching for lasting durability.</li>
<li>
<strong>Personalized Options:</strong> Customize with up to 2 text inputs for a truly unique bedding set.</li>
<li>
<strong>Easy Care:</strong> Machine washable in cold water; air dry without heat for quick drying and a fluffier result.</li>
<li>
<strong>Included Components:</strong> This set includes a duvet cover, perfect for a complete bedding refresh.</li>
</ul><h3>Product Specifications</h3><table><tbody>
<tr>
<th>Brand</th>
<td>Jeminise</td>
</tr>
<tr>
<th>Product Type</th>
<td>Duvet Cover Set</td>
</tr>
<tr>
<th>Material</th>
<td>Polyester</td>
</tr>
<tr>
<th>Fabric Type</th>
<td>Polyester, Cotton</td>
</tr>
<tr>
<th>Fill Material</th>
<td>Microfiber Filling</td>
</tr>
<tr>
<th>Selected Design</th>
<td>Baseball Thunder</td>
</tr>
<tr>
<th>Pattern</th>
<td>Baseball</td>
</tr>
<tr>
<th>Included Components</th>
<td>Duvet Cover</td>
</tr>
<tr>
<th>Customization</th>
<td>2 text inputs</td>
</tr>
<tr>
<th>Available Sizes</th>
<td>US Twin (68"" x 88""), US Full (78"" x 88""), US Queen (88"" x 88""), US King (104"" x 88"")</td>
</tr>
<tr>
<th>Special Feature</th>
<td>Breathable</td>
</tr>
<tr>
<th>Seasons</th>
<td>All</td>
</tr>
<tr>
<th>Care Instructions</th>
<td>Machine Wash</td>
</tr>
<tr>
<th>Closure Type</th>
<td>Zipper</td>
</tr>
<tr>
<th>Thread Count</th>
<td>400</td>
</tr>
</tbody></table>",Jeminise,Home & Garden > Linens & Bedding > Bedding > Bedding Sets,Comforter Sets,"All Seasons, amazon-import, amazon-parent-b0cg2z23p3, Baseball, Comforter Set, Custom Blanket, Personalized Baseball Bedding Set, Personalized Blanket, Sports Comforter",true,Choose Product Type + Size,"Duvet Cover Twin (68"" x 88"")",,Choose Pillowcases,None,,Additional Sheet Cover (Flat Sheet),None,,AMZ-B0DNWHVPFT-1,0.0,,0,deny,manual,38.90,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0792/5098/1063/files/b1a55687ac710fef17a03349d7df05659c4a75b04c898c8a647cf0f9b2bdfac4.jpg?v=1787242287,1,Personalized Baseball Bedding Full Size Flag Custom Name Duvet Cover Set Sport Decor Sports Comforter Bed Set (Baseball on Black),false,,"Personalized Baseball Comforter Set for ultimate fan comfort. Features soft brushed polyester, custom name options, and easy machine wash care.",569,,,,,,,,,,,,comforter,,,,lb,,,active
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Duvet Cover Twin (68"" x 88"")",,,None,,,1 Sheet Cover (same size),,AMZ-B0DNWHVPFT-2,0.0,,0,deny,manual,71.85,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0792/5098/1063/files/d51e3360a3e4b984af63b01c4b53d517484ca3d6cb1beeea158bcf59acab9ed4_4ea5343c-eff5-4c23-a04a-942fc711a784.jpg?v=1787242287,2,Personalized Baseball Bedding Full Size Flag Custom Name Duvet Cover Set Sport Decor Sports Comforter Bed Set (Baseball on Black),,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Duvet Cover Twin (68"" x 88"")",,,1 Pillowcase,,,None,,AMZ-B0DNWHVPFT-3,0.0,,0,deny,manual,50.85,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0792/5098/1063/files/ef81c56fe7d5f4f60045bfbd0778e14ad11ce2a6824c23132d2b864ef763fe85_ba8cd586-2f34-470e-b46c-8742f4cb3596.jpg?v=1787242287,3,Personalized Baseball Bedding Full Size Flag Custom Name Duvet Cover Set Sport Decor Sports Comforter Bed Set (Baseball on Black),,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Duvet Cover Twin (68"" x 88"")",,,1 Pillowcase,,,1 Sheet Cover (same size),,AMZ-B0DNWHVPFT-4,0.0,,0,deny,manual,83.80,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0792/5098/1063/files/b495d9b37eafdceff5caf3643256f7b3a83de826d49a14bdc531b13424296018_4a8dc283-a4f0-4723-82e1-5909c9adbcec.jpg?v=1787242287,4,Personalized Baseball Bedding Full Size Flag Custom Name Duvet Cover Set Sport Decor Sports Comforter Bed Set (Baseball on Black),,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Duvet Cover Twin (68"" x 88"")",,,2 Pillowcases,,,None,,AMZ-B0DNWHVPFT-5,0.0,,0,deny,manual,55.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Duvet Cover Twin (68"" x 88"")",,,2 Pillowcases,,,1 Sheet Cover (same size),,AMZ-B0DNWHVPFT-6,0.0,,0,deny,manual,88.80,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Duvet Cover  Full (78"" x 88"")",,,None,,,None,,AMZ-B0DNWHVPFT-7,0.0,,0,deny,manual,50.90,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Duvet Cover  Full (78"" x 88"")",,,None,,,1 Sheet Cover (same size),,AMZ-B0DNWHVPFT-8,0.0,,0,deny,manual,83.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Duvet Cover  Full (78"" x 88"")",,,1 Pillowcase,,,None,,AMZ-B0DNWHVPFT-9,0.0,,0,deny,manual,62.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Duvet Cover  Full (78"" x 88"")",,,1 Pillowcase,,,1 Sheet Cover (same size),,AMZ-B0DNWHVPFT-10,0.0,,0,deny,manual,95.80,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Duvet Cover  Full (78"" x 88"")",,,2 Pillowcases,,,None,,AMZ-B0DNWHVPFT-11,0.0,,0,deny,manual,67.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Duvet Cover  Full (78"" x 88"")",,,2 Pillowcases,,,1 Sheet Cover (same size),,AMZ-B0DNWHVPFT-12,0.0,,0,deny,manual,100.80,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Duvet Cover Queen (88"" x 88"")",,,None,,,None,,AMZ-B0DNWHVPFT-13,0.0,,0,deny,manual,56.90,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Duvet Cover Queen (88"" x 88"")",,,None,,,1 Sheet Cover (same size),,AMZ-B0DNWHVPFT-14,0.0,,0,deny,manual,89.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Duvet Cover Queen (88"" x 88"")",,,1 Pillowcase,,,None,,AMZ-B0DNWHVPFT-15,0.0,,0,deny,manual,68.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Duvet Cover Queen (88"" x 88"")",,,1 Pillowcase,,,1 Sheet Cover (same size),,AMZ-B0DNWHVPFT-16,0.0,,0,deny,manual,101.80,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Duvet Cover Queen (88"" x 88"")",,,2 Pillowcases,,,None,,AMZ-B0DNWHVPFT-17,0.0,,0,deny,manual,73.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Duvet Cover Queen (88"" x 88"")",,,2 Pillowcases,,,1 Sheet Cover (same size),,AMZ-B0DNWHVPFT-18,0.0,,0,deny,manual,106.80,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Duvet Cover King (104"" x 88"")",,,None,,,None,,AMZ-B0DNWHVPFT-19,0.0,,0,deny,manual,68.90,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Duvet Cover King (104"" x 88"")",,,None,,,1 Sheet Cover (same size),,AMZ-B0DNWHVPFT-20,0.0,,0,deny,manual,101.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Duvet Cover King (104"" x 88"")",,,1 Pillowcase,,,None,,AMZ-B0DNWHVPFT-21,0.0,,0,deny,manual,80.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Duvet Cover King (104"" x 88"")",,,1 Pillowcase,,,1 Sheet Cover (same size),,AMZ-B0DNWHVPFT-22,0.0,,0,deny,manual,113.80,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Duvet Cover King (104"" x 88"")",,,2 Pillowcases,,,None,,AMZ-B0DNWHVPFT-23,0.0,,0,deny,manual,85.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Duvet Cover King (104"" x 88"")",,,2 Pillowcases,,,1 Sheet Cover (same size),,AMZ-B0DNWHVPFT-24,0.0,,0,deny,manual,118.80,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Comforter Twin (68""x90"")",,,None,,,None,,AMZ-B0DNWHVPFT-25,0.0,,0,deny,manual,63.90,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Comforter Twin (68""x90"")",,,None,,,1 Sheet Cover (same size),,AMZ-B0DNWHVPFT-26,0.0,,0,deny,manual,96.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Comforter Twin (68""x90"")",,,1 Pillowcase,,,None,,AMZ-B0DNWHVPFT-27,0.0,,0,deny,manual,75.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Comforter Twin (68""x90"")",,,1 Pillowcase,,,1 Sheet Cover (same size),,AMZ-B0DNWHVPFT-28,0.0,,0,deny,manual,108.80,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Comforter Twin (68""x90"")",,,2 Pillowcases,,,None,,AMZ-B0DNWHVPFT-29,0.0,,0,deny,manual,80.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Comforter Twin (68""x90"")",,,2 Pillowcases,,,1 Sheet Cover (same size),,AMZ-B0DNWHVPFT-30,0.0,,0,deny,manual,113.80,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Comforter Full (79""x90"")",,,None,,,None,,AMZ-B0DNWHVPFT-31,0.0,,0,deny,manual,78.90,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Comforter Full (79""x90"")",,,None,,,1 Sheet Cover (same size),,AMZ-B0DNWHVPFT-32,0.0,,0,deny,manual,111.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Comforter Full (79""x90"")",,,1 Pillowcase,,,None,,AMZ-B0DNWHVPFT-33,0.0,,0,deny,manual,90.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Comforter Full (79""x90"")",,,1 Pillowcase,,,1 Sheet Cover (same size),,AMZ-B0DNWHVPFT-34,0.0,,0,deny,manual,123.80,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Comforter Full (79""x90"")",,,2 Pillowcases,,,None,,AMZ-B0DNWHVPFT-35,0.0,,0,deny,manual,95.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Comforter Full (79""x90"")",,,2 Pillowcases,,,1 Sheet Cover (same size),,AMZ-B0DNWHVPFT-36,0.0,,0,deny,manual,128.80,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Comforter Queen (90""x90"")",,,None,,,None,,AMZ-B0DNWHVPFT-37,0.0,,0,deny,manual,93.90,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-baseball-bedding-full-size-flag-custom-name-d-design-13,,,,,,,,,"Comforter Queen (90""x90"")",,,None,,,1 Sheet Cover (same size),,AMZ-B0DNWHVPFT-38,0.0,,0,deny,manual,126.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
